City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Xichang,CN,27.8964,102.2634,67.1,88,98,1.07,overcast clouds
346,Nanortalik,GL,60.1432,-45.2371,30.06,81,100,4.45,overcast clouds
347,Coihaique,CL,-45.5752,-72.0662,43.41,81,75,6.91,broken clouds
348,Ahipara,NZ,-35.1667,173.1667,62.53,58,100,7.72,overcast clouds
349,Andover,GB,51.2083,-1.4825,50.52,88,75,3.0,broken clouds
350,Bagotville,AU,-28.9833,153.4167,69.64,84,95,11.74,overcast clouds
351,Vieux-Habitants,GP,16.0589,-61.7659,78.37,76,97,14.81,overcast clouds
352,Harper,LR,4.375,-7.7169,80.1,86,96,9.04,overcast clouds
353,Torbay,CA,47.6666,-52.7314,40.28,89,75,3.44,broken clouds
354,Verkhnevilyuysk,RU,63.4453,120.3167,33.85,53,52,9.35,broken clouds
355,Beringovskiy,RU,63.05,179.3167,37.96,87,100,2.77,overcast clouds
356,Hobyo,SO,5.3505,48.5268,81.12,78,81,21.07,broken clouds
357,Ribas Do Rio Pardo,BR,-20.4431,-53.7592,72.61,59,80,4.97,broken clouds
358,Zhezkazgan,KZ,47.8043,67.7144,56.52,50,7,6.42,clear sky
359,Baijiantan,CN,45.6333,85.1833,72.25,14,100,8.46,overcast clouds
360,Codrington,AU,-38.2667,141.9667,67.15,59,17,23.55,few clouds
361,Wamba,NG,8.9333,8.6,75.16,88,100,4.12,light rain
362,Oxford,GB,51.7522,-1.256,49.23,92,79,5.84,broken clouds
363,Usinsk,RU,65.9939,57.5281,47.7,76,25,7.31,scattered clouds
364,Puerto El Triunfo,SV,13.2833,-88.55,81.93,70,26,7.2,scattered clouds
365,Thinadhoo,MV,0.5333,72.9333,83.01,67,100,11.18,overcast clouds
366,Grand Junction,US,39.0639,-108.5507,73.24,12,100,14.0,overcast clouds
367,Mega,ET,4.05,38.3,59.59,78,83,13.76,broken clouds
368,Mirabad,AF,30.4362,61.8383,65.5,51,0,24.36,clear sky
369,Manacapuru,BR,-3.2997,-60.6206,76.35,94,100,4.47,overcast clouds
370,Muroto,JP,33.2833,134.15,70.79,88,100,1.99,light rain
371,Olga,RU,43.7444,135.2892,43.36,94,100,5.03,overcast clouds
372,Dzhebariki-Khaya,RU,62.2167,135.8,40.82,86,100,2.95,light rain
373,Pinehurst,US,35.1954,-79.4695,68.68,81,32,4.14,scattered clouds
374,Izumo,JP,35.3667,132.7667,60.75,82,75,8.05,broken clouds
375,Guiratinga,BR,-16.3494,-53.7583,76.41,54,52,4.85,broken clouds
376,Nohfelden,DE,49.5869,7.1428,50.05,85,23,2.1,few clouds
377,Port Lincoln,AU,-34.7333,135.8667,65.8,66,0,22.06,clear sky
378,Sorong,ID,-0.8833,131.25,79.45,86,100,2.04,light rain
379,Camocim,BR,-2.9022,-40.8411,76.48,90,100,11.79,overcast clouds
380,Namibe,AO,-15.1961,12.1522,72.95,67,2,4.0,clear sky
381,Bousso,TD,10.4795,16.7117,82.76,51,100,14.23,light rain
382,Hirna,ET,9.2167,41.1,61.34,57,5,7.29,clear sky
383,Maragogi,BR,-9.0122,-35.2225,78.64,82,62,5.26,broken clouds
384,Quatre Cocos,MU,-20.2078,57.7625,73.51,71,80,11.77,broken clouds
385,Saint-Francois,FR,46.4154,3.9054,51.67,93,0,1.14,clear sky
386,Pokrovskoye,RU,47.4157,38.8971,57.06,89,100,3.67,overcast clouds
387,Kenai,US,60.5544,-151.2583,52.03,30,0,16.11,clear sky
388,Monte Escobedo,MX,22.3,-103.5833,61.77,53,100,5.53,overcast clouds
389,Horta,PT,38.5333,-28.6333,59.18,74,48,2.84,scattered clouds
390,Hudiksvall,SE,61.729,17.1036,46.27,82,100,5.32,overcast clouds
391,Boone,US,39.0334,-92.3335,83.03,93,100,3.71,overcast clouds
392,Cervo,ES,43.6702,-7.4101,55.96,94,100,9.93,overcast clouds
393,Traverse City,US,44.7631,-85.6206,80.71,74,62,2.86,broken clouds
394,Vilyuysk,RU,63.7553,121.6247,32.0,60,22,12.06,few clouds
395,Langenburg,DE,49.2544,9.8458,48.92,87,1,0.0,clear sky
396,Najran,SA,17.4924,44.1277,74.05,20,100,1.99,overcast clouds
397,Acapulco,MX,16.8634,-99.8901,85.82,70,75,10.36,broken clouds
398,Boyolangu,ID,-8.1181,111.8935,81.68,82,89,2.08,overcast clouds
399,Bathsheba,BB,13.2167,-59.5167,81.21,74,20,20.71,few clouds
400,Bubaque,GW,11.2833,-15.8333,77.99,85,17,11.88,few clouds
401,Tornio,FI,65.8481,24.1466,32.02,90,46,5.73,scattered clouds
402,Te Anau,NZ,-45.4167,167.7167,56.28,86,100,1.19,overcast clouds
403,Mogadishu,SO,2.0371,45.3438,80.65,84,24,13.69,few clouds
404,Rocha,UY,-34.4833,-54.3333,51.89,84,100,4.94,overcast clouds
405,Opuwo,NA,-18.0607,13.84,59.07,36,0,2.64,clear sky
406,Emerald,AU,-23.5333,148.1667,76.33,75,34,9.26,scattered clouds
407,Hirara,JP,24.8,125.2833,77.27,88,75,10.36,light rain
408,Senanga,ZM,-16.1167,23.2667,65.25,47,85,3.85,overcast clouds
409,Reconquista,AR,-29.15,-59.65,60.6,85,100,3.56,overcast clouds
410,Sabha,LY,27.0377,14.4283,65.21,42,0,10.58,clear sky
411,Ouro Preto Do Oeste,BR,-10.7481,-62.2158,77.07,81,97,1.86,overcast clouds
412,Celestun,MX,20.8667,-90.4,78.04,67,0,15.82,clear sky
413,Valday,RU,57.9747,33.2525,40.71,96,42,8.86,scattered clouds
414,Zaidpur,IN,26.8333,81.3333,84.27,32,4,8.55,clear sky
415,Mbumi,TZ,-7.9058,39.2105,70.65,93,10,0.87,light rain
416,Pangody,RU,65.85,74.4859,38.64,100,96,9.06,overcast clouds
417,Bridlington,GB,54.0831,-0.1919,52.9,91,42,10.11,scattered clouds
418,Barcelos,PT,41.5388,-8.6151,69.91,58,100,4.12,overcast clouds
419,Jinchang,CN,38.4953,102.1739,46.08,64,100,4.41,overcast clouds
420,Kiruna,SE,67.8557,20.2251,29.32,86,20,2.3,few clouds
421,Harnosand,SE,62.6323,17.9379,44.62,75,100,4.41,overcast clouds
422,Saint Anthony,US,45.0205,-93.218,75.04,41,40,10.36,scattered clouds
423,Luwingu,ZM,-10.2621,29.9271,53.85,85,5,2.59,clear sky
424,Zabid,YE,14.1951,43.3152,83.62,71,0,3.24,clear sky
425,Preobrazheniye,RU,42.9019,133.9064,44.82,94,100,3.56,overcast clouds
426,Kankon,IN,15.0167,74.0167,82.2,79,100,8.81,overcast clouds
427,Hervey Bay,AU,-25.2986,152.8535,76.01,99,30,3.0,scattered clouds
428,Zhuhai,CN,22.2769,113.5678,76.78,94,40,6.91,scattered clouds
429,Clyde River,CA,70.4692,-68.5914,19.63,86,0,18.41,clear sky
430,Rujiena,LV,57.8975,25.3316,40.05,97,98,6.2,overcast clouds
431,Rio Tercero,AR,-32.173,-64.1141,60.8,69,100,2.73,overcast clouds
432,Dingle,PH,10.9995,122.6711,86.2,67,100,2.08,overcast clouds
433,Pochutla,MX,15.7432,-96.4661,85.82,65,100,5.64,overcast clouds
434,Ulu Tiram,MY,1.6,103.8167,86.11,94,20,0.0,few clouds
435,Venado Tuerto,AR,-33.7456,-61.9688,58.77,71,100,5.23,overcast clouds
436,Sri Aman,MY,1.2376,111.4621,75.25,100,20,1.14,few clouds
437,Chiang Klang,TH,19.2938,100.8617,80.42,85,26,1.97,scattered clouds
438,Taurage,LT,55.2522,22.2897,41.29,97,21,7.0,few clouds
439,Vao,NC,-22.6667,167.4833,73.56,67,75,19.37,broken clouds
440,Thunder Bay,CA,48.4001,-89.3168,58.98,72,40,11.5,scattered clouds
441,Jiexiu,CN,37.0244,111.9125,58.35,28,100,2.91,overcast clouds
442,Tagusao,PH,9.1924,117.8141,84.25,72,97,1.61,overcast clouds
443,Krasnoselkup,RU,65.7,82.4667,43.9,90,86,3.65,overcast clouds
444,Huadian,CN,42.9633,126.7478,42.22,84,100,13.42,overcast clouds
445,Tiarei,PF,-17.5333,-149.3333,86.02,65,5,15.64,clear sky
446,Rosetta,EG,31.4044,30.4164,67.87,77,100,13.51,overcast clouds
447,Berlevag,NO,70.8578,29.0864,35.55,75,100,10.36,overcast clouds
448,Sterling,US,39.0062,-77.4286,69.73,89,100,4.59,overcast clouds
449,Bamiantong,CN,44.9333,130.5333,49.84,59,100,8.75,overcast clouds
450,Esperance,AU,-33.8667,121.9,58.57,60,22,21.21,few clouds
451,Marawi,PH,7.9986,124.2928,79.18,70,99,1.54,overcast clouds
452,Sarand,HU,47.4,21.6333,57.6,88,0,1.14,clear sky
453,Saint-Augustin,CA,51.226,-58.6502,42.06,61,100,8.16,overcast clouds
454,Katsuura,JP,35.1333,140.3,69.82,96,100,28.07,moderate rain
455,Capao Da Canoa,BR,-29.7456,-50.0097,60.4,84,58,7.56,broken clouds
456,Nelson Bay,AU,-32.7167,152.15,77.11,75,0,3.0,clear sky
457,Ulaanbaatar,MN,47.9077,106.8832,44.73,39,0,2.24,clear sky
458,Phayao,TH,19.25,100.25,83.44,74,6,3.29,clear sky
459,Sioux Lookout,CA,50.1001,-91.917,71.67,33,20,12.66,few clouds
460,Murzzuschlag,AT,47.6,15.6833,54.9,96,28,4.14,scattered clouds
461,Baykit,RU,61.67,96.37,54.81,64,8,1.68,clear sky
462,Bajil,YE,15.0584,43.2851,86.2,57,100,0.58,overcast clouds
463,Amapa,BR,1.0,-52.0,72.39,99,100,1.9,light rain
464,Ndele,CF,8.4109,20.6473,76.62,73,100,5.68,overcast clouds
465,Kamskiye Polyany,RU,55.4307,51.4171,45.41,94,7,7.2,clear sky
466,Onega,RU,63.9061,38.1404,43.11,95,100,2.73,overcast clouds
467,Grand Gaube,MU,-20.0064,57.6608,73.8,77,84,3.0,broken clouds
468,Winfield,US,37.2398,-96.9956,79.48,86,100,7.18,overcast clouds
469,Vila,PT,42.0304,-8.1588,56.28,70,100,2.98,overcast clouds
470,Martinsville,US,36.6915,-79.8725,66.38,94,75,3.44,broken clouds
471,Kavarskas,LT,55.4333,24.9167,39.63,97,29,6.82,scattered clouds
472,Gorom-Gorom,BF,14.4439,-0.2361,92.52,11,0,7.49,clear sky
473,Anadyr,RU,64.75,177.4833,43.3,75,0,13.42,clear sky
474,Mehamn,NO,71.0357,27.8492,35.51,84,100,14.2,overcast clouds
475,Itoman,JP,26.1247,127.6694,75.58,96,75,11.5,broken clouds
476,Otradnoye,RU,59.7775,30.8181,45.97,88,11,6.87,few clouds
477,Cosenza,IT,39.31,16.2502,61.72,87,0,3.67,clear sky
478,Baker City,US,44.7749,-117.8344,54.59,48,100,6.26,overcast clouds
479,Nuuk,GL,64.1835,-51.7216,23.88,79,79,8.01,broken clouds
480,Teruel,ES,40.6667,-0.6667,56.89,64,34,3.76,scattered clouds
481,Vieques,PR,18.425,-65.8329,80.11,84,99,14.07,overcast clouds
482,Jalingo,NG,8.8833,11.3667,77.5,78,100,3.29,overcast clouds
483,Cap Malheureux,MU,-19.9842,57.6142,70.47,77,84,3.0,broken clouds
484,Khash,IR,28.2211,61.2158,68.79,22,0,2.55,clear sky
485,Mount Isa,AU,-20.7333,139.5,73.17,46,0,8.05,clear sky
486,Oksbol,DK,55.6268,8.2876,52.92,87,75,21.59,broken clouds
487,Shihezi,CN,44.3,86.0333,70.29,21,89,3.83,overcast clouds
488,Brownwood,US,31.7093,-98.9912,94.32,47,77,6.31,broken clouds
489,Herat,AF,34.5,62.0,52.21,78,19,19.44,few clouds
490,Alekseyevka,RU,50.6309,38.6903,46.96,85,93,6.6,overcast clouds
491,Kayerkan,RU,69.3497,87.7602,37.53,100,100,4.97,overcast clouds
492,Natal,BR,-5.795,-35.2094,77.22,94,0,3.44,clear sky
493,Sandovo,RU,58.4602,36.4128,44.87,77,99,12.82,overcast clouds
494,Ponta Delgada,PT,37.7333,-25.6667,63.5,88,75,11.5,light intensity shower rain
495,Belle Fourche,US,44.6714,-103.8522,62.11,77,61,12.26,broken clouds
496,Nisia Floresta,BR,-6.0911,-35.2086,77.38,92,87,6.73,light rain
497,Naarden,NL,52.2833,5.15,55.94,84,76,6.85,broken clouds
498,Andenes,NO,69.3143,16.1194,40.98,93,100,5.75,light rain
499,Jinan,CN,36.6683,116.9972,64.33,27,100,2.24,overcast clouds
500,Sahy,SK,48.0741,18.9495,58.51,95,100,2.59,overcast clouds
501,Whitehorse,CA,60.7161,-135.0538,52.57,20,40,11.5,scattered clouds
502,Gat,IL,31.61,34.7642,80.4,30,6,4.34,clear sky
503,Redwater,US,33.3582,-94.2544,82.0,58,0,3.42,clear sky
504,Bonfim,BR,3.0833,-59.95,79.23,73,98,5.86,overcast clouds
505,Murgab,TM,37.4966,61.9714,62.47,67,75,9.22,broken clouds
506,Coquimbo,CL,-29.9533,-71.3436,55.13,94,20,4.61,few clouds
507,Kongoussi,BF,13.3258,-1.5347,89.49,32,1,8.75,clear sky
508,Hokitika,NZ,-42.7167,170.9667,58.26,96,100,11.05,heavy intensity rain
509,Port Moresby,PG,-9.4431,147.1797,83.98,67,18,4.29,few clouds
510,Puerto Leguizamo,CO,-0.1934,-74.7819,73.06,99,98,1.34,overcast clouds
511,Turbat,PK,26.0023,63.044,82.33,33,45,2.28,scattered clouds
512,Guna,IN,24.65,77.3167,87.49,26,0,7.11,clear sky
513,Tori Fatehpur,IN,25.45,79.1333,94.01,14,0,11.41,clear sky
514,Sabaudia,IT,41.3003,13.0282,62.46,99,13,4.92,few clouds
515,Muzhi,RU,65.3667,64.6667,48.83,70,15,4.27,few clouds
516,Dedovichi,RU,57.5517,29.9502,40.15,81,67,8.41,broken clouds
517,Dzidzantun,MX,21.25,-89.05,75.38,65,0,7.52,clear sky
518,Mabaruma,GY,8.2,-59.7833,73.11,97,68,2.93,broken clouds
519,Sibolga,ID,1.7427,98.7792,81.1,73,79,1.16,broken clouds
520,Nilanga,IN,18.1,76.7667,85.87,41,92,6.02,overcast clouds
521,Necochea,AR,-38.5473,-58.7368,47.75,64,18,7.9,few clouds
522,Seda,LV,57.65,25.75,40.05,94,96,6.55,overcast clouds
523,Yumen,CN,40.2833,97.2,49.08,48,17,10.31,few clouds
524,Capaci,IT,38.1711,13.2393,66.65,59,0,3.44,clear sky
525,Bandarbeyla,SO,9.4942,50.8122,81.0,86,100,19.26,overcast clouds
526,Lokosovo,RU,61.1333,74.8167,55.76,63,100,7.0,overcast clouds
527,Segezha,RU,63.7415,34.3222,39.97,95,100,7.52,overcast clouds
528,Nanakuli,US,21.3906,-158.1547,81.1,61,0,12.39,clear sky
529,Tommot,RU,58.9564,126.2925,37.47,83,100,7.78,light rain
530,Villazon,BO,-22.0866,-65.5942,45.23,13,0,3.06,clear sky
531,Eureka,US,40.8021,-124.1637,66.74,85,100,4.0,overcast clouds
532,Sisimiut,GL,66.9395,-53.6735,23.97,72,100,6.53,overcast clouds
533,Bonavista,CA,48.6499,-53.1147,35.64,78,100,6.62,overcast clouds
534,Claveria,PH,18.6074,121.0832,86.47,66,78,1.39,broken clouds
535,Hualmay,PE,-11.0964,-77.6139,63.7,88,85,7.38,overcast clouds
536,Columbus,US,39.9612,-82.9988,77.86,62,0,6.91,clear sky
537,Tsabong,BW,-26.0217,22.401,59.43,26,8,6.31,clear sky
538,Shingu,JP,33.7333,135.9833,73.53,81,100,0.38,light rain
539,Punto Fijo,VE,11.6956,-70.1996,80.51,81,23,30.06,few clouds
540,Trelew,AR,-43.249,-65.3051,51.73,36,100,16.89,overcast clouds
541,Maiquetia,VE,10.5962,-66.9548,79.36,86,33,9.28,scattered clouds
542,Thap Than,TH,15.4606,99.8917,85.71,70,87,1.97,overcast clouds
543,Yarega,RU,63.4354,53.5765,45.03,91,26,4.03,scattered clouds
544,La Rioja,ES,42.25,-2.5,53.38,79,100,6.91,overcast clouds
545,Gushikawa,JP,26.3544,127.8686,74.79,96,100,8.05,light intensity drizzle
546,Hovd,MN,48.0056,91.6419,53.85,33,0,1.01,clear sky
547,Yuli,NG,9.6989,10.2744,78.1,73,17,6.76,few clouds
548,Farmington,US,36.7281,-108.2187,74.7,10,0,7.0,clear sky
549,Montrose,US,38.4166,-108.2673,62.01,14,64,6.78,broken clouds
550,Taitung,TW,22.7583,121.1444,75.47,88,75,5.75,light rain
551,Uray,RU,60.1247,64.7758,47.82,86,86,8.16,overcast clouds
552,Kovdor,RU,67.5662,30.4758,37.38,83,48,1.12,scattered clouds
553,Lipin Bor,RU,60.2622,37.9763,40.66,96,100,13.0,light rain
554,Uruzgan,AF,32.8333,66.0,66.56,16,0,3.11,clear sky
555,Bahia Honda,CU,22.9036,-83.1592,75.6,67,83,4.23,broken clouds
556,Juneau,US,58.3019,-134.4197,48.97,94,100,6.44,moderate rain
557,Wanning,CN,18.8003,110.3967,80.55,85,100,3.24,overcast clouds
558,Nishihara,JP,26.1842,127.7558,74.86,97,100,11.5,light intensity drizzle
559,Maasin,PH,10.1336,124.8447,82.81,74,93,5.53,overcast clouds
560,Urk,NL,52.6625,5.6014,55.98,65,31,13.49,scattered clouds
561,Ankang,CN,32.68,109.0172,51.85,89,100,2.82,moderate rain
562,Montepuez,MZ,-13.1256,38.9997,61.99,90,15,3.2,few clouds
563,Ribeira Brava,PT,32.65,-17.0667,67.01,83,51,7.78,broken clouds
564,Palu,ID,-0.8917,119.8707,81.09,92,100,1.03,overcast clouds
565,Mao,ES,39.8885,4.2658,57.76,100,40,1.14,fog
566,Aksu,CN,41.1231,80.2644,63.03,47,100,2.33,overcast clouds
567,Nahrin,AF,36.0649,69.1334,60.69,59,0,1.74,clear sky
568,Monzon,ES,41.9108,0.1941,63.82,62,7,4.21,clear sky
569,Kaeo,NZ,-35.1,173.7833,65.32,67,100,5.39,overcast clouds
570,Ulaangom,MN,49.9811,92.0667,56.89,17,6,1.12,clear sky
571,Edd,ER,13.9297,41.6925,85.44,57,0,4.18,clear sky
572,Tocopilla,CL,-22.092,-70.1979,64.26,67,0,5.97,clear sky
573,Uzhhorod,UA,48.6167,22.3,56.84,94,100,4.56,overcast clouds
574,Port Hueneme,US,34.1478,-119.1951,91.2,44,0,5.01,clear sky
575,Qurayyat,SA,31.3318,37.3428,73.65,24,0,6.4,clear sky
576,Cockburn Town,TC,21.4612,-71.1419,79.07,84,100,22.1,overcast clouds
577,Naze,JP,28.3667,129.4833,70.97,86,100,11.95,light rain
578,Bondo,CD,3.8146,23.6866,69.1,97,100,1.81,overcast clouds
579,Ransang,PH,8.9603,117.5828,85.08,71,99,1.52,overcast clouds
580,Iraucuba,BR,-3.7461,-39.7833,73.44,94,100,4.16,overcast clouds
581,Paita,PE,-5.0892,-81.1144,67.6,82,76,15.17,broken clouds
582,Kingaroy,AU,-26.5333,151.8333,66.24,100,100,11.5,light intensity shower rain
583,Cabedelo,BR,-6.9811,-34.8339,78.94,82,93,10.4,overcast clouds
584,Quimper,FR,48.0,-4.1,50.56,87,0,4.61,clear sky
585,Wenzhou,CN,27.9994,120.6668,66.07,86,100,2.59,overcast clouds
586,Port Macquarie,AU,-31.4333,152.9167,75.88,74,33,12.06,scattered clouds
587,Icara,BR,-28.7133,-49.3,54.68,95,61,4.09,broken clouds
588,Ayagoz,KZ,47.9714,80.4392,63.46,48,11,3.89,few clouds
589,Muravlenko,RU,63.7898,74.523,51.1,82,100,8.21,overcast clouds
590,Havre-Saint-Pierre,CA,50.2334,-63.5986,41.88,99,100,1.16,overcast clouds
591,Pastavy,BY,55.1168,26.8326,39.97,95,15,7.25,few clouds
592,Seydi,TM,39.4816,62.9137,65.95,35,5,17.56,clear sky
593,The Valley,AI,18.217,-63.0578,80.1,79,44,24.27,scattered clouds
594,Nichinan,JP,31.6,131.3667,72.64,86,100,2.55,overcast clouds
595,Hambantota,LK,6.1241,81.1185,77.34,100,40,9.22,scattered clouds
596,Lazaro Cardenas,MX,17.9583,-102.2,82.33,71,100,9.98,overcast clouds
597,Colac,AU,-38.3333,143.5833,58.17,75,100,12.84,light rain
598,Poplar Bluff,US,36.757,-90.3929,74.93,85,63,5.14,broken clouds
599,Biak,ID,-0.9131,122.8766,76.59,90,99,5.39,overcast clouds
600,College,US,64.8569,-147.8028,48.58,60,100,1.99,overcast clouds
601,Nioro,GM,13.35,-15.75,77.9,61,5,9.13,clear sky
602,Molchanovo,RU,57.5817,83.7692,59.47,38,82,5.01,broken clouds
603,Snezhnogorsk,RU,69.1933,33.2531,26.38,80,29,2.57,scattered clouds
604,Zabol,AF,32.25,67.25,65.66,14,0,3.15,clear sky
605,Poum,NC,-20.2333,164.0167,76.86,76,92,27.42,overcast clouds
606,Lima,PE,-12.0432,-77.0282,65.89,77,81,7.29,broken clouds
607,Shenzhen,CN,22.5455,114.0683,78.22,97,52,5.17,broken clouds
608,Rosarito,MX,32.3333,-117.0333,89.4,44,5,8.61,clear sky
609,Prado,BR,-17.3411,-39.2208,73.35,87,100,6.51,overcast clouds
610,Komsomolskiy,UZ,40.4272,71.7189,65.12,72,20,2.3,light intensity shower rain
611,Alyangula,AU,-13.8483,136.4192,82.38,52,9,5.77,clear sky
612,Hengshui,CN,37.7322,115.7011,66.0,29,100,5.28,overcast clouds
613,San Borja,BO,-14.8167,-66.85,73.58,83,11,2.08,few clouds
614,Bianzhuang,CN,34.8486,118.0447,65.48,29,100,4.74,overcast clouds
615,Batagay,RU,67.6333,134.6333,27.59,54,99,13.27,overcast clouds
616,Pinawa,CA,50.1489,-95.8811,53.53,66,93,17.72,overcast clouds
617,Dongsheng,CN,39.8161,109.9776,50.94,17,100,11.12,overcast clouds
618,Sinnamary,GF,5.3833,-52.95,78.03,87,100,11.23,overcast clouds
619,Zelenoborskiy,RU,66.845,32.3622,38.37,82,11,3.33,few clouds
620,Gulbene,LV,57.1777,26.7529,37.47,91,36,5.35,scattered clouds
621,Deputatskiy,RU,69.3,139.9,17.87,66,100,3.83,overcast clouds
622,Iwanai,JP,42.9744,140.5089,56.5,97,100,6.71,overcast clouds
623,Santa Rosa,PH,14.3122,121.1114,90.1,74,11,2.64,few clouds
624,Douentza,ML,14.9951,-2.9517,85.48,9,5,7.14,clear sky
625,Solnechnyy,RU,50.7214,136.6319,51.91,41,100,6.44,overcast clouds
626,Kabo,CF,7.6994,18.629,73.81,87,100,3.29,overcast clouds
627,Stokmarknes,NO,68.5646,14.9108,40.98,87,75,8.05,broken clouds
628,Arica,CL,-18.475,-70.3042,63.07,87,50,3.0,scattered clouds
629,Baracoa,CU,20.3467,-74.4958,77.43,84,100,3.56,overcast clouds
630,Nemuro,JP,43.3236,145.575,45.46,99,100,22.59,overcast clouds
631,Motala,SE,58.5371,15.0365,47.97,88,100,14.05,overcast clouds
632,Vanimo,PG,-2.6741,141.3028,85.51,67,52,4.76,broken clouds
633,Sao Geraldo Do Araguaia,BR,-6.4006,-48.555,74.07,96,100,1.86,overcast clouds
634,Edgewater,US,28.9889,-80.9023,75.02,76,13,4.74,few clouds
635,Tosya,TR,41.0155,34.0401,54.99,45,0,3.29,clear sky
636,Srednekolymsk,RU,67.45,153.6833,41.47,77,100,8.43,overcast clouds
637,Vila Velha,BR,-20.3297,-40.2925,73.02,84,74,6.17,broken clouds
638,Magadan,RU,59.5667,150.8,36.54,100,100,4.09,moderate rain
639,George,ZA,-33.963,22.4617,55.0,71,20,5.03,few clouds
640,Goundam,ML,16.4145,-3.6708,88.81,10,100,16.78,overcast clouds
641,Hamilton,US,39.1834,-84.5333,77.77,69,100,4.23,overcast clouds
642,Sobolevo,RU,54.4299,31.8996,44.15,88,100,7.49,overcast clouds
643,Shenjiamen,CN,29.9576,122.298,63.18,66,0,13.6,clear sky
644,Pedernales,DO,18.0384,-71.744,80.78,73,100,8.97,overcast clouds
645,Logansport,US,40.7545,-86.3567,80.65,13,40,3.44,scattered clouds
646,Quelimane,MZ,-17.8786,36.8883,66.76,91,0,1.59,clear sky
647,Nagato,JP,34.3833,131.2,67.19,72,15,11.81,few clouds
648,Yagodnoye,RU,62.55,149.6667,35.26,100,100,3.78,snow
649,Maniitsoq,GL,65.4167,-52.9,26.31,71,64,13.89,broken clouds
650,Rodos,GR,36.4408,28.2225,62.78,89,20,4.0,few clouds
651,Parkes,AU,-33.1333,148.1833,68.36,90,100,6.64,overcast clouds
652,Kokkola,FI,63.8385,23.1307,40.93,91,0,3.44,clear sky
653,Krasnyy Chikoy,RU,50.3643,108.7512,53.64,39,2,3.58,clear sky
654,Liverpool,GB,53.4106,-2.9779,53.82,86,100,6.91,overcast clouds
655,Lasa,IT,46.6166,10.7002,52.36,91,86,3.71,overcast clouds
656,Karabulak,RU,43.3036,44.8964,45.59,66,0,3.18,clear sky
657,Arman,RU,59.7,150.1667,37.02,100,100,6.96,moderate rain
658,White Rock,CA,49.0164,-122.8026,58.68,56,100,4.0,overcast clouds
659,Faya,SA,18.3851,42.4509,63.12,23,48,6.67,scattered clouds
660,Atasu,KZ,48.6814,71.6433,58.78,76,100,12.33,light rain
661,Kattivakkam,IN,13.2167,80.3167,82.49,87,100,10.04,overcast clouds
662,Yhu,PY,-25.05,-55.9167,60.33,90,84,4.9,broken clouds
663,Semey,KZ,50.4111,80.2275,57.42,62,0,6.71,clear sky
664,Svetlyy,RU,54.675,20.1347,46.45,89,88,14.14,overcast clouds
665,Soderhamn,SE,61.3037,17.0592,44.96,74,100,6.24,overcast clouds
666,Kuna,US,43.4918,-116.4201,64.02,35,0,6.91,clear sky
667,Imeni Poliny Osipenko,RU,52.4201,136.4853,49.78,64,32,5.08,scattered clouds
668,Sarangani,PH,5.4033,125.4636,82.29,73,97,1.05,overcast clouds
669,Corovode,AL,40.5042,20.2272,58.28,84,9,2.33,clear sky
670,Belaya Gora,RU,68.5333,146.4167,25.75,64,100,15.46,overcast clouds
671,Sembe,CG,1.6481,14.5806,74.88,82,100,1.07,overcast clouds
672,Fairlie,GB,55.756,-4.8556,51.62,90,100,9.06,overcast clouds
673,Dali,CN,25.7,100.1833,62.15,90,100,5.79,overcast clouds
674,Porto Novo,BJ,6.4965,2.6036,80.64,83,100,4.09,overcast clouds
675,Fukue,JP,32.6881,128.8419,65.71,76,0,17.63,clear sky
676,Poso,ID,-1.3959,120.7524,78.64,85,100,0.87,light rain
677,Tikapur,NP,28.5,81.1333,84.96,41,0,3.8,clear sky
678,Isangel,VU,-19.55,169.2667,78.26,65,48,13.8,scattered clouds
679,Port Arthur,CN,38.8,121.2667,61.02,45,46,11.48,scattered clouds
680,Lakes Entrance,AU,-37.8811,147.981,68.95,70,100,3.09,moderate rain
681,Malindi,KE,-3.2175,40.1191,79.43,74,8,15.55,clear sky
682,Olafsvik,IS,64.8945,-23.7142,33.85,71,94,15.66,overcast clouds
683,Eyl,SO,7.9803,49.8164,83.95,71,100,16.75,overcast clouds
684,Shirokiy,RU,49.758,129.523,52.48,46,8,4.36,clear sky
685,Banda Aceh,ID,5.5577,95.3222,82.9,76,100,6.73,overcast clouds
686,Bensonville,LR,6.4461,-10.6125,77.11,92,100,2.26,overcast clouds
687,Korla,CN,41.7597,86.1469,66.47,27,61,6.67,broken clouds
688,Wagar,SD,16.1525,36.2032,86.85,24,1,7.85,clear sky
689,Homer,US,59.6425,-151.5483,45.81,65,100,8.05,overcast clouds
690,Rio Gallegos,AR,-51.6226,-69.2181,39.25,87,0,13.8,clear sky
691,Santiago De Cao,PE,-7.9589,-79.2392,62.73,88,40,11.5,mist
692,Sao Miguel,BR,-5.4667,-35.3667,75.97,88,91,10.16,overcast clouds
693,Linhares,BR,-19.3911,-40.0722,69.37,94,68,2.64,broken clouds
