City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Sola,VU,2022-05-13 17:32:34,-13.8833,167.55,79.23,79,96,20.69
296,Mahwa,IN,2022-05-13 17:32:35,27.0471,76.9288,98.17,10,2,11.9
297,Tabuk,PH,2022-05-13 17:32:35,17.4189,121.4443,77.4,87,88,2.3
298,Mizdah,LY,2022-05-13 17:32:36,31.4451,12.9801,72.75,29,29,5.91
299,Narsaq,GL,2022-05-13 17:32:37,60.9167,-46.05,41.22,88,94,6.78
300,Qaanaaq,GL,2022-05-13 17:32:37,77.484,-69.3632,19.83,70,15,1.28
301,Alegrete,BR,2022-05-13 17:29:13,-29.7831,-55.7919,66.18,61,71,8.32
302,Aliquippa,US,2022-05-13 17:32:40,40.6367,-80.2401,79.21,59,75,5.75
303,Asosa,ET,2022-05-13 17:32:41,10.0667,34.5333,69.31,64,86,2.24
304,Ca Mau,VN,2022-05-13 17:32:41,9.1769,105.15,80.85,86,81,3.96
305,Salinopolis,BR,2022-05-13 17:32:42,-0.6136,-47.3561,83.21,76,45,7.96
306,Nome,US,2022-05-13 17:30:37,64.5011,-165.4064,29.16,64,0,8.05
307,Sadiqabad,PK,2022-05-13 17:32:43,28.3062,70.1307,97.43,3,0,4.97
308,Luganville,VU,2022-05-13 17:32:43,-15.5333,167.1667,77.31,83,100,13.44
309,Constitucion,CL,2022-05-13 17:32:44,-35.3333,-72.4167,60.75,63,10,13.02
310,Saiki,JP,2022-05-13 17:32:44,32.95,131.9,66.0,95,100,9.55
311,Urengoy,RU,2022-05-13 17:32:45,65.9667,78.3667,38.95,99,99,2.86
312,Ust-Tsilma,RU,2022-05-13 17:32:45,65.441,52.1498,45.59,89,41,4.83
313,Castro,BR,2022-05-13 17:32:46,-24.7911,-50.0119,71.38,49,4,1.88
314,Linjiang,CN,2022-05-13 17:32:49,41.8069,126.9078,37.99,95,56,2.1
315,Dogondoutchi,NE,2022-05-13 17:32:49,13.6393,4.0287,97.47,22,58,10.25
316,Okha,RU,2022-05-13 17:32:50,53.5739,142.9478,34.54,98,93,8.75
317,Belmonte,BR,2022-05-13 17:33:50,-15.8631,-38.8828,80.62,70,23,5.82
318,Davila,PH,2022-05-13 17:33:51,18.4726,120.5763,83.16,78,89,9.6
319,Palafrugell,ES,2022-05-13 17:30:48,41.9174,3.1631,72.36,48,27,7.43
320,Egvekinot,RU,2022-05-13 17:33:52,66.3167,-179.1667,20.55,92,19,1.23
321,Sao Filipe,CV,2022-05-13 17:33:52,14.8961,-24.4956,75.56,71,11,4.29
322,Shakawe,BW,2022-05-13 17:33:53,-18.3667,21.85,66.79,26,0,1.12
323,Bichura,RU,2022-05-13 17:33:53,50.5881,107.6022,43.34,55,52,2.13
324,Tiznit,MA,2022-05-13 17:33:54,29.5833,-9.5,74.32,44,15,5.21
325,Padang,ID,2022-05-13 17:33:54,-0.9492,100.3543,77.94,84,86,3.4
326,Ranong,TH,2022-05-13 17:33:55,9.9658,98.6348,80.15,87,100,6.82
327,Santo Antonio Do Sudoeste,BR,2022-05-13 17:33:55,-26.0736,-53.7253,70.86,61,0,3.8
328,Tanabe,JP,2022-05-13 17:33:56,33.7333,135.3667,69.73,97,100,12.06
329,Acapulco,MX,2022-05-13 17:32:51,16.8634,-99.8901,89.42,66,100,5.75
330,Atocha,BO,2022-05-13 17:33:57,-20.9333,-66.2333,51.93,8,0,29.89
331,Amuntai,ID,2022-05-13 17:33:57,-2.4177,115.2494,74.7,97,98,0.87
332,Mamallapuram,IN,2022-05-13 17:33:58,12.6264,80.1722,86.05,72,88,19.89
333,Gat,IL,2022-05-13 17:33:58,31.61,34.7642,81.39,36,25,8.75
334,Kirensk,RU,2022-05-13 17:33:59,57.7853,108.1119,45.82,72,92,1.7
335,Ginda,IN,2022-05-13 17:33:59,30.6945,78.4932,66.13,41,38,6.87
336,Mitsamiouli,KM,2022-05-13 17:34:00,-11.3847,43.2844,80.04,69,8,6.33
337,Bud,US,2022-05-13 17:34:00,39.447,-86.1758,85.82,48,3,8.5
338,Izumo,JP,2022-05-13 17:34:01,35.3667,132.7667,62.55,97,100,7.92
339,Beidao,CN,2022-05-13 17:34:01,34.5686,105.8933,48.33,88,100,8.68
340,Sobolevo,RU,2022-05-13 17:34:02,54.4299,31.8996,48.42,82,96,8.59
341,Soke,ML,2022-05-13 17:34:02,13.598,-5.9386,105.85,12,12,4.16
342,Massakory,TD,2022-05-13 17:34:03,12.996,15.7293,95.34,25,4,11.27
343,Atasu,KZ,2022-05-13 17:34:03,48.6814,71.6433,64.08,30,94,5.7
344,Takoradi,GH,2022-05-13 17:34:04,4.8845,-1.7554,81.7,80,100,10.4
345,Sisimiut,GL,2022-05-13 17:34:05,66.9395,-53.6735,26.06,74,100,10.87
346,Clarksburg,US,2022-05-13 17:32:20,39.2807,-80.3445,81.41,48,75,3.44
347,Muros,ES,2022-05-13 17:34:06,42.7762,-9.0603,80.69,63,49,3.31
348,Samarai,PG,2022-05-13 17:34:07,-10.6167,150.6667,80.89,79,80,2.68
349,Raudeberg,NO,2022-05-13 17:34:07,61.9875,5.1352,43.47,94,100,15.03
350,Chicama,PE,2022-05-13 17:34:08,-7.8447,-79.1469,64.94,61,53,10.49
351,Nebolchi,RU,2022-05-13 17:34:09,59.1239,33.3454,49.91,66,52,12.03
352,Shache,CN,2022-05-13 17:34:09,38.4167,77.2406,70.79,31,100,6.69
353,Mandera,KE,2022-05-13 17:34:10,3.9366,41.867,86.63,45,82,12.19
354,Harper,LR,2022-05-13 17:34:10,4.375,-7.7169,82.26,77,100,6.58
355,Vao,NC,2022-05-13 17:34:11,-22.6667,167.4833,73.02,65,100,20.13
356,Novonikolayevskiy,RU,2022-05-13 17:34:11,50.9738,42.3649,49.93,78,74,8.01
357,Alindao,CF,2022-05-13 17:34:12,5.0267,21.2088,79.27,70,88,4.47
358,Ironton,US,2022-05-13 17:34:17,38.5368,-82.6829,82.33,55,20,6.91
359,Santa Fe,AR,2022-05-13 17:34:18,-31.6333,-60.7,70.02,67,100,4.0
360,Gobabis,NA,2022-05-13 17:34:18,-22.45,18.9667,65.52,19,23,6.42
361,Ashland,US,2022-05-13 17:34:19,40.8167,-82.2665,80.87,54,67,6.98
362,Alim,PH,2022-05-13 17:35:22,9.5649,122.4876,81.34,80,100,0.67
363,Lusaka,ZM,2022-05-13 17:35:23,-15.4067,28.2871,65.8,55,26,5.41
364,Aden,YE,2022-05-13 17:35:24,12.7794,45.0367,86.05,76,6,3.71
365,Jaroslaw,PL,2022-05-13 17:35:24,50.0162,22.6778,67.91,87,81,7.18
366,Moa,CU,2022-05-13 17:35:25,20.6569,-74.9403,84.43,62,100,5.68
367,Tekeli,KZ,2022-05-13 17:35:25,44.83,78.8239,55.11,60,79,7.0
368,Labuhan,ID,2022-05-13 17:35:26,-6.8844,112.2051,79.52,87,73,5.41
369,Pozo Colorado,PY,2022-05-13 17:35:26,-23.4923,-58.7972,84.58,37,0,6.08
370,Shelburne,CA,2022-05-13 17:35:27,44.0787,-80.2041,79.3,51,5,8.57
371,Wahiawa,US,2022-05-13 17:35:28,21.5028,-158.0236,73.2,76,84,7.72
372,Broome,US,2022-05-13 17:34:39,42.2506,-75.833,79.47,62,100,9.22
373,Alofi,NU,2022-05-13 17:35:28,-19.0595,-169.9187,73.29,68,100,6.91
374,Springbok,ZA,2022-05-13 17:35:29,-29.6643,17.8865,52.02,62,62,3.89
375,Ancud,CL,2022-05-13 17:35:29,-41.8697,-73.8203,50.9,70,100,5.44
376,Santa Rosa,PH,2022-05-13 17:35:30,14.3122,121.1114,85.98,82,45,2.42
377,Villamontes,BO,2022-05-13 17:35:30,-21.25,-63.5,85.44,45,20,5.75
378,Calama,CL,2022-05-13 17:32:50,-22.4667,-68.9333,70.29,8,0,9.22
379,Tual,ID,2022-05-13 17:35:31,-5.6667,132.75,83.23,77,54,9.66
380,Huambo,AO,2022-05-13 17:35:31,-12.7761,15.7392,64.8,52,15,1.99
381,Quatre Cocos,MU,2022-05-13 17:35:34,-20.2078,57.7625,73.51,74,30,13.29
382,Japura,ID,2022-05-13 17:35:35,-0.3167,102.35,76.12,93,99,2.46
383,Hauterive,FR,2022-05-13 17:35:35,46.0901,3.4459,72.36,92,70,4.65
384,Monaco-Ville,FR,2022-05-13 17:35:36,43.731,7.4248,70.38,76,0,8.05
385,Merauke,ID,2022-05-13 17:35:37,-8.4667,140.3333,79.84,79,75,10.33
386,Naifaru,MV,2022-05-13 17:35:38,5.4444,73.3657,83.37,78,100,21.41
387,Xai-Xai,MZ,2022-05-13 17:35:38,-25.0519,33.6442,70.0,83,0,9.08
388,Tura,IN,2022-05-13 17:35:39,25.5198,90.2201,71.42,98,87,5.57
389,Verkhoturye,RU,2022-05-13 17:35:39,58.8627,60.8054,46.26,93,100,6.96
390,Ipswich,GB,2022-05-13 17:35:40,52.0592,1.1555,66.96,53,20,18.41
391,Yate,GB,2022-05-13 17:35:41,51.5407,-2.4184,61.59,73,96,3.0
392,Mount Isa,AU,2022-05-13 17:35:41,-20.7333,139.5,58.77,82,0,5.75
393,Cabedelo,BR,2022-05-13 17:35:42,-6.9811,-34.8339,81.27,71,46,13.09
394,Salalah,OM,2022-05-13 17:35:43,17.0151,54.0924,86.09,74,0,8.05
395,College,US,2022-05-13 17:35:43,64.8569,-147.8028,39.47,89,75,5.75
396,Hithadhoo,MV,2022-05-13 17:35:44,-0.6,73.0833,82.98,70,41,4.81
397,Tabou,CI,2022-05-13 17:35:45,4.423,-7.3528,82.09,78,100,6.38
398,Usinsk,RU,2022-05-13 17:35:45,65.9939,57.5281,50.25,71,92,8.84
399,Palmer,US,2022-05-13 17:35:46,42.1584,-72.3287,83.62,56,40,4.61
400,Lieksa,FI,2022-05-13 17:35:47,63.3167,30.0167,42.06,89,94,5.28
401,Teluk Nibung,ID,2022-05-13 17:35:48,3.001,99.8164,78.75,90,77,3.87
402,San Andres,CO,2022-05-13 17:35:49,12.5847,-81.7006,84.22,74,75,6.91
403,Yazman,PK,2022-05-13 17:35:50,29.1212,71.7446,98.98,4,0,8.75
404,Lagunas,PE,2022-05-13 17:35:50,-5.2269,-75.6753,79.54,92,85,2.59
405,Yerbogachen,RU,2022-05-13 17:35:51,61.2767,108.0108,39.47,95,95,4.07
406,Caravelas,BR,2022-05-13 17:35:52,-17.7125,-39.2481,80.53,65,32,8.81
407,Hellvik,NO,2022-05-13 17:35:52,59.9156,5.781,49.77,90,100,13.0
408,Samarinda,ID,2022-05-13 17:35:53,-0.5,117.15,73.63,96,98,1.68
409,Taltal,CL,2022-05-13 17:35:55,-25.4,-70.4833,64.11,70,42,5.14
410,Beloha,MG,2022-05-13 17:36:55,-25.1667,45.05,66.78,81,12,12.15
411,Novocheremshansk,RU,2022-05-13 17:36:56,54.3571,50.1666,44.13,92,88,7.87
412,Powell River,CA,2022-05-13 17:36:56,49.8496,-124.5361,50.32,71,75,6.91
413,Clyde River,CA,2022-05-13 17:36:57,70.4692,-68.5914,25.03,74,20,21.85
414,Darnah,LY,2022-05-13 17:36:57,32.767,22.6367,64.0,63,35,8.5
415,Tateyama,JP,2022-05-13 17:36:58,34.9833,139.8667,71.1,88,75,11.5
416,Hervey Bay,AU,2022-05-13 17:32:36,-25.2986,152.8535,71.02,96,96,11.01
417,Kizukuri,JP,2022-05-13 17:36:59,40.8061,140.3861,60.12,92,100,4.14
418,Pisco,PE,2022-05-13 17:36:59,-13.7,-76.2167,67.01,82,20,9.22
419,Port-Cartier,CA,2022-05-13 17:36:59,50.0334,-66.8654,46.74,99,100,6.67
420,Cap-Aux-Meules,CA,2022-05-13 17:37:00,47.3821,-61.8597,55.45,44,100,14.97
421,Xifeng,CN,2022-05-13 17:37:00,42.7372,124.7222,39.67,76,64,5.01
422,Paamiut,GL,2022-05-13 17:37:01,61.994,-49.6678,31.24,65,100,21.74
423,Kuvshinovo,RU,2022-05-13 17:37:02,57.0295,34.1725,48.61,75,24,11.45
424,Milkovo,RU,2022-05-13 17:37:03,54.7167,158.6167,39.69,96,100,1.66
425,Saldanha,ZA,2022-05-13 17:37:03,-33.0117,17.9442,59.05,67,87,7.63
426,Yar-Sale,RU,2022-05-13 17:37:04,66.8333,70.8333,36.34,99,100,8.39
427,Brae,GB,2022-05-13 17:37:04,60.3964,-1.353,47.12,72,60,17.09
428,Lakes Entrance,AU,2022-05-13 17:37:05,-37.8811,147.981,58.15,95,100,4.0
429,Srednekolymsk,RU,2022-05-13 17:37:06,67.45,153.6833,31.3,86,55,2.53
430,Maragogi,BR,2022-05-13 17:37:06,-9.0122,-35.2225,82.35,74,26,8.14
431,Jacareacanga,BR,2022-05-13 17:37:07,-6.2222,-57.7528,91.49,50,78,2.84
432,Kulhudhuffushi,MV,2022-05-13 17:37:07,6.6221,73.07,83.46,78,99,20.89
433,Bumba,CD,2022-05-13 17:37:08,2.1833,22.4667,79.27,68,100,2.98
434,Nago,JP,2022-05-13 17:37:09,26.5881,127.9761,73.83,96,100,13.62
435,Sorland,NO,2022-05-13 17:37:10,67.667,12.6934,44.46,92,100,24.34
436,Vila Praia De Ancora,PT,2022-05-13 17:37:10,41.811,-8.8526,68.11,63,86,6.38
437,Maralal,KE,2022-05-13 17:37:11,1.0968,36.698,62.65,66,51,8.39
438,Lithakia,GR,2022-05-13 17:37:12,37.7167,20.8333,69.08,68,40,8.05
439,Lorengau,PG,2022-05-13 17:37:13,-2.0226,147.2712,80.96,73,40,8.9
440,Talaya,RU,2022-05-13 17:37:13,61.3833,152.75,31.84,91,100,4.83
441,Mawlaik,MM,2022-05-13 17:37:14,23.6333,94.4167,77.23,93,99,1.39
442,Baglan,AF,2022-05-13 17:37:15,36.1307,68.7083,73.99,37,56,3.31
443,Tautira,PF,2022-05-13 17:37:15,-17.7333,-149.15,80.82,73,33,17.74
444,Marystown,CA,2022-05-13 17:37:16,47.1666,-55.1483,50.68,58,94,13.51
445,Puerto Ayacucho,VE,2022-05-13 17:37:16,5.6639,-67.6236,87.73,66,89,0.58
446,Siavonga,ZM,2022-05-13 17:37:17,-16.5382,28.7088,77.92,52,78,1.68
447,Diffa,NE,2022-05-13 17:37:17,13.3154,12.6113,95.34,12,95,5.5
448,Ostrovnoy,RU,2022-05-13 17:37:18,68.0531,39.5131,42.03,92,100,8.19
449,Gushikawa,JP,2022-05-13 17:37:19,26.3544,127.8686,72.99,94,40,13.8
450,Maniitsoq,GL,2022-05-13 17:37:21,65.4167,-52.9,27.73,69,91,14.72
451,Vejalpur,IN,2022-05-13 17:37:21,22.6833,73.5667,86.29,60,1,15.05
452,Cabra,ES,2022-05-13 17:37:22,37.4725,-4.4421,79.7,36,41,6.98
453,Murgab,TM,2022-05-13 17:37:22,37.4966,61.9714,66.07,72,100,9.22
454,Saint-Georges,GD,2022-05-13 17:37:23,12.0564,-61.7485,83.88,74,40,27.63
455,Kawalu,ID,2022-05-13 17:37:23,-7.3817,108.2082,75.76,95,100,1.48
456,Yumen,CN,2022-05-13 17:37:24,40.2833,97.2,45.55,58,70,6.4
457,Geraldton,AU,2022-05-13 17:37:25,-28.7667,114.6,59.41,88,100,4.61
458,Cody,US,2022-05-13 17:37:25,44.5263,-109.0565,57.92,43,75,16.11
459,Wanning,CN,2022-05-13 17:38:26,18.8003,110.3967,80.17,88,87,7.67
460,San Martino Buon Albergo,IT,2022-05-13 17:38:26,45.4217,11.0969,81.37,39,0,4.61
461,Zambezi,ZM,2022-05-13 17:38:27,-13.5432,23.1047,67.06,52,8,3.91
462,Plainview,US,2022-05-13 17:34:06,40.7765,-73.4673,76.86,71,75,8.05
463,Flinders,AU,2022-05-13 17:35:38,-34.5833,150.8552,63.18,93,54,3.0
464,Crateus,BR,2022-05-13 17:38:28,-5.1783,-40.6775,80.58,77,99,3.11
465,Chissamba,AO,2022-05-13 17:38:28,-12.1667,17.3333,67.33,52,9,3.53
466,Manoharpur,IN,2022-05-13 17:38:29,27.3,75.95,91.89,12,0,10.45
467,Hovd,MN,2022-05-13 17:38:29,48.0056,91.6419,48.31,21,0,0.67
468,Zheleznodorozhnyy,RU,2022-05-13 17:38:30,55.7503,38.0042,57.72,65,31,11.97
469,Daraitan,PH,2022-05-13 17:38:30,14.6028,121.4319,83.59,89,49,1.01
470,Hendek,TR,2022-05-13 17:38:31,40.7994,30.7481,61.54,73,69,3.02
471,Husavik,IS,2022-05-13 17:38:31,66.0449,-17.3389,34.12,99,100,4.88
472,Santa Isabel Do Rio Negro,BR,2022-05-13 17:38:32,-0.4139,-65.0192,75.65,95,79,5.88
473,Zhezkazgan,KZ,2022-05-13 17:38:32,47.8043,67.7144,61.29,61,62,14.9
474,Aswan,EG,2022-05-13 17:38:33,24.0934,32.907,106.9,7,0,0.0
475,Camacupa,AO,2022-05-13 17:38:33,-12.0167,17.4833,66.96,50,11,4.81
476,Asfi,MA,2022-05-13 17:38:34,32.2994,-9.2372,68.32,75,52,5.1
477,Aripuana,BR,2022-05-13 17:38:35,-9.1667,-60.6333,90.63,47,91,1.81
478,Mongu,ZM,2022-05-13 17:38:35,-15.2484,23.1274,68.99,42,5,2.53
479,Mersing,MY,2022-05-13 17:38:36,2.4312,103.8405,80.51,94,20,3.44
480,Oktyabrskiy,RU,2022-05-13 17:38:36,54.4815,53.471,45.5,95,100,4.92
481,Terre-De-Bas,GP,2022-05-13 17:38:37,15.8501,-61.6442,82.18,77,94,20.2
482,La Solana,ES,2022-05-13 17:38:37,38.9442,-3.2381,84.4,31,26,3.62
483,Dicamay,PH,2022-05-13 17:38:38,16.7561,122.0037,74.97,94,51,2.91
484,Vila Franca Do Campo,PT,2022-05-13 17:38:38,37.7167,-25.4333,64.81,80,99,7.05
485,Ahipara,NZ,2022-05-13 17:38:39,-35.1667,173.1667,52.63,81,15,1.36
486,Lasa,IT,2022-05-13 17:38:39,46.6166,10.7002,70.68,93,77,4.29
487,Aklavik,CA,2022-05-13 17:38:40,68.2191,-135.0107,34.88,85,100,17.81
488,Malpur,IN,2022-05-13 17:38:40,23.35,73.45,87.04,54,0,13.38
489,Rehoboth,NA,2022-05-13 17:38:41,-23.3167,17.0833,63.72,24,11,10.98
490,Mount Pleasant,US,2022-05-13 17:38:41,32.7941,-79.8626,76.05,86,0,12.66
491,Mountain Home,US,2022-05-13 17:38:42,43.133,-115.6912,53.08,54,20,14.97
492,Nikolskoye,RU,2022-05-13 17:38:42,59.7035,30.7861,53.49,66,70,10.98
493,Kokoda,PG,2022-05-13 17:38:43,-8.8785,147.7407,72.93,91,61,2.48
494,Pandan,PH,2022-05-13 17:38:43,14.0453,124.1694,79.43,86,13,5.75
495,Praia Da Vitoria,PT,2022-05-13 17:38:44,38.7333,-27.0667,66.45,77,75,9.91
496,Sturgis,US,2022-05-13 17:38:44,41.7992,-85.4192,82.94,36,0,4.61
497,Iqaluit,CA,2022-05-13 17:38:45,63.7506,-68.5145,22.73,73,20,12.66
498,Trofors,NO,2022-05-13 17:38:45,65.5333,13.4063,46.27,99,100,3.83
499,San Jose,US,2022-05-13 17:34:23,37.3394,-121.895,72.54,52,20,6.91
500,Lat Yao,TH,2022-05-13 17:38:46,15.751,99.7893,81.5,73,100,4.23
501,Binzhou,CN,2022-05-13 17:38:47,37.3667,118.0167,53.13,30,39,7.78
502,Marawi,PH,2022-05-13 17:38:47,7.9986,124.2928,70.66,90,100,2.66
503,Chaumont,FR,2022-05-13 17:38:48,48.1167,5.1333,60.64,81,27,4.88
504,Hami,CN,2022-05-13 17:38:48,42.8,93.45,61.45,9,30,10.13
505,Come,BJ,2022-05-13 17:38:48,6.4076,1.882,82.81,77,31,13.18
506,Sarakhs,IR,2022-05-13 17:38:49,36.5449,61.1577,62.74,67,100,11.5
507,Vestmanna,FO,2022-05-13 17:38:49,62.1564,-7.1664,41.92,70,75,19.57
508,Nyakabindi,TZ,2022-05-13 17:39:50,-2.6333,33.9833,68.02,77,98,1.79
509,Madison,US,2022-05-13 17:39:01,34.7334,-86.5667,83.46,58,0,8.05
510,Havoysund,NO,2022-05-13 17:39:57,70.9963,24.6622,35.83,80,100,16.8
511,Richards Bay,ZA,2022-05-13 17:39:57,-28.783,32.0377,67.8,87,18,3.56
512,Kombissiri,BF,2022-05-13 17:39:58,12.0656,-1.3375,105.78,24,59,6.2
513,Banjar,ID,2022-05-13 17:39:58,-8.19,114.9675,77.86,91,73,3.87
514,Narodychi,UA,2022-05-13 17:39:59,51.2029,29.0823,57.67,61,100,1.61
515,Bauchi,NG,2022-05-13 17:39:59,10.5,10.0,92.8,19,44,6.24
516,Xinmin,CN,2022-05-13 17:40:00,41.9908,122.8253,47.75,39,35,15.84
517,Waipawa,NZ,2022-05-13 17:40:00,-41.4122,175.5153,53.73,72,100,12.82
518,Verkhoshizhemye,RU,2022-05-13 17:40:01,58.011,49.1038,40.35,97,65,4.63
519,Isangel,VU,2022-05-13 17:40:01,-19.55,169.2667,73.94,64,100,14.27
520,Valday,RU,2022-05-13 17:40:02,57.9747,33.2525,48.43,78,17,11.59
521,Lishan,CN,2022-05-13 17:40:03,31.8576,113.2951,56.62,72,81,4.88
522,Obo,CF,2022-05-13 17:40:03,5.3998,26.4869,76.68,65,93,4.72
523,Agirish,RU,2022-05-13 17:40:04,61.9247,63.0231,51.42,64,100,6.78
524,Zaysan,KZ,2022-05-13 17:40:04,47.4667,84.8667,62.11,37,57,7.61
525,Huanren,CN,2022-05-13 17:40:05,41.2647,125.3667,37.04,81,40,2.06
526,Maceio,BR,2022-05-13 17:38:07,-9.6658,-35.7353,80.04,78,75,4.61
527,Falam,MM,2022-05-13 17:40:06,22.9167,93.6833,62.28,94,77,3.71
528,Barra Do Garcas,BR,2022-05-13 17:40:06,-15.89,-52.2567,90.18,45,20,5.75
529,Herat,AF,2022-05-13 17:40:07,34.5,62.0,57.38,69,0,34.29
530,Mount Hagen,PG,2022-05-13 17:40:07,-5.8581,144.2274,57.74,97,86,1.36
531,Prainha,BR,2022-05-13 17:40:08,-1.8,-53.48,85.3,68,100,3.78
532,Atherton,GB,2022-05-13 17:40:09,53.5237,-2.4935,64.89,59,99,11.01
533,Mastic Beach,US,2022-05-13 17:35:28,40.7668,-72.8521,75.22,84,100,10.36
534,Bassano,CA,2022-05-13 17:40:09,50.7834,-112.4685,59.49,38,74,5.97
535,Port Hardy,CA,2022-05-13 17:40:13,50.6996,-127.4199,46.58,76,75,12.66
536,Portland,US,2022-05-13 17:38:48,45.5234,-122.6762,55.63,65,75,5.01
537,Port Lincoln,AU,2022-05-13 17:40:13,-34.7333,135.8667,63.81,84,100,19.73
538,Sabang,ID,2022-05-13 17:40:15,5.8933,95.3214,83.66,78,99,12.17
539,Smithers,CA,2022-05-13 17:40:15,54.7804,-127.1743,34.12,100,100,2.3
540,Vanavara,RU,2022-05-13 17:40:16,60.34,102.2797,46.6,74,87,1.43
541,Arlit,NE,2022-05-13 17:40:16,18.7369,7.3853,97.66,7,26,8.93
542,Jumla,NP,2022-05-13 17:40:20,29.2747,82.1838,58.66,81,80,1.74
543,Beatrice,US,2022-05-13 17:40:20,40.2681,-96.747,77.18,43,0,10.36
544,Esmeralda,CU,2022-05-13 17:40:21,21.8525,-78.1169,87.49,47,57,7.14
545,Tatawin,TN,2022-05-13 17:40:21,32.9297,10.4518,74.97,22,0,14.29
546,Copiapo,CL,2022-05-13 17:40:22,-27.3667,-70.3333,56.89,33,6,6.44
547,Khasan,RU,2022-05-13 17:40:23,42.4308,130.6434,45.39,88,100,2.57
548,Kikwit,CD,2022-05-13 17:40:23,-5.041,18.8162,75.49,83,84,1.66
549,Christchurch,NZ,2022-05-13 17:36:10,-43.5333,172.6333,49.95,91,100,3.44
550,Milford,US,2022-05-13 17:36:05,41.2223,-73.0565,78.67,82,100,10.36
551,Tuy Hoa,VN,2022-05-13 17:36:55,13.0833,109.3,79.16,89,100,5.01
552,Brigantine,US,2022-05-13 17:39:42,39.4101,-74.3646,71.04,96,100,10.36
553,Birjand,IR,2022-05-13 17:41:28,32.8663,59.2211,70.27,30,0,9.22
554,Waddan,LY,2022-05-13 17:41:29,29.1614,16.139,73.04,31,54,9.8
555,Taitung,TW,2022-05-13 17:41:30,22.7583,121.1444,76.44,83,100,4.25
556,Waw,SS,2022-05-13 17:41:30,7.7029,27.9953,85.96,43,92,3.85
557,Teguise,ES,2022-05-13 17:41:31,29.0605,-13.564,68.22,73,20,4.61
558,Homer,US,2022-05-13 17:41:31,59.6425,-151.5483,46.27,63,100,1.99
559,Kargil,IN,2022-05-13 17:41:32,34.5667,76.1,48.18,45,66,3.98
560,Svatove,UA,2022-05-13 17:41:32,49.4103,38.1503,54.72,66,80,5.5
561,Umm Kaddadah,SD,2022-05-13 17:41:33,13.6017,26.6876,92.88,17,35,8.37
562,Borogontsy,RU,2022-05-13 17:41:33,62.6683,131.1683,33.69,98,100,6.58
